Drug,Classes,Groups,Gene,Protein,Gene Type,Drug Action,DrugBank.ID
Agmatine,,experimentalinvestigational,NISCH,Nischarin,target,agonist,DB08838
Agmatine,,experimentalinvestigational,CHRNA1,Acetylcholine receptor subunit alpha,target,antagonist,DB08838
Agmatine,,experimentalinvestigational,GRIN1,"Glutamate receptor ionotropic, NMDA 1",target,antagonist,DB08838
Agmatine,,experimentalinvestigational,KCNJ1,ATP-sensitive inward rectifier potassium channel 1,target,antagonist,DB08838
Agmatine,,experimentalinvestigational,CACNA1B,Voltage-dependent N-type calcium channel subunit alpha-1B,target,antagonist,DB08838
Agmatine,,experimentalinvestigational,,Acid-sensing ion channel 3,target,agonist,DB08838
Ellagic Acid,Antineoplastic Agents,investigational,CA1,Carbonic anhydrase 1,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA2,Carbonic anhydrase 2,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA3,Carbonic anhydrase 3,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA4,Carbonic anhydrase 4,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA5A,"Carbonic anhydrase 5A, mitochondrial",target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA5B,"Carbonic anhydrase 5B, mitochondrial",target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA6,Carbonic anhydrase 6,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA7,Carbonic anhydrase 7,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA9,Carbonic anhydrase 9,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA12,Carbonic anhydrase 12,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CA14,Carbonic anhydrase 14,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,CSNK2A1,Casein kinase II subunit alpha,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,target,"inhibitor, competitive",DB08846
Ellagic Acid,Antineoplastic Agents,investigational,PRKCA,Protein kinase C alpha type,target,"inhibitor, competitive",DB08846
Ellagic Acid,Antineoplastic Agents,investigational,PRKCB,Protein kinase C beta type,target,"inhibitor, competitive",DB08846
Ellagic Acid,Antineoplastic Agents,investigational,SYK,Tyrosine-protein kinase SYK,target,inhibitor,DB08846
Ellagic Acid,Antineoplastic Agents,investigational,SQLE,Squalene monooxygenase,target,inhibitor,DB08846
Guvacine,,experimental,,Sodium- and chloride-dependent GABA transporter 2,target,inhibitor,DB08848
Guvacine,,experimental,SLC6A1,Sodium- and chloride-dependent GABA transporter 1,target,inhibitor,DB08848
Guvacine,,experimental,,Sodium- and chloride-dependent GABA transporter 3,target,inhibitor,DB08848
Guvacine,,experimental,,Sodium- and chloride-dependent betaine transporter,target,inhibitor,DB08848
Rilpivirine,,approved,pol,Reverse Transcriptase,target,inhibitor,DB08864
Rilpivirine,,approved,NR1I2,Nuclear receptor subfamily 1 group I member 2,target,agonist,DB08864
Crizotinib,Protein Kinase Inhibitors,approved,,ALK tyrosine kinase receptor,target,inhibitor,DB08865
Crizotinib,Protein Kinase Inhibitors,approved,MET,Hepatocyte growth factor receptor,target,inhibitor,DB08865
Cabozantinib,,approved,MET,Hepatocyte growth factor receptor,target,antagonist,DB08875
Cabozantinib,,approved,KDR,Vascular endothelial growth factor receptor 2,target,antagonist,DB08875
Cabozantinib,,approved,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,target,antagonist,DB08875
Ruxolitinib,,approved,JAK1,Tyrosine-protein kinase JAK1,target,inhibitor,DB08877
Ruxolitinib,,approved,JAK2,Tyrosine-protein kinase JAK2,target,inhibitor,DB08877
Aflibercept,Antineoplastic AgentsOphthalmics,approved,VEGFA,Vascular endothelial growth factor A,target,binder,DB08885
Aflibercept,Antineoplastic AgentsOphthalmics,approved,PGF,Placenta growth factor,target,binder,DB08885
Aflibercept,Antineoplastic AgentsOphthalmics,approved,,Vascular endothelial growth factor B,target,binder,DB08885
Ocriplasmin,Ophthalmics,approved,FN1,Fibronectin,target,cleavage,DB08888
Ocriplasmin,Ophthalmics,approved,A2M,Alpha-2-macroglobulin,target,ligand,DB08888
Ocriplasmin,Ophthalmics,approved,SERPINF2,Alpha-2-antiplasmin,target,ligand,DB08888
Carfilzomib,Antineoplastic Agents,approved,PSMB5,Proteasome subunit beta type-5,target,inhibitor,DB08889
Carfilzomib,Antineoplastic Agents,approved,,Proteasome subunit beta type-8,target,inhibitor,DB08889
Carfilzomib,Antineoplastic Agents,approved,PSMB1,Proteasome subunit beta type-1,target,inhibitor,DB08889
Carfilzomib,Antineoplastic Agents,approved,,Proteasome subunit beta type-9,target,inhibitor,DB08889
Carfilzomib,Antineoplastic Agents,approved,PSMB2,Proteasome subunit beta type-2,target,inhibitor,DB08889
Carfilzomib,Antineoplastic Agents,approved,,Proteasome subunit beta type-10,target,inhibitor,DB08889
Arbaclofen,,investigational,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,target,agonist,DB08891
Arbaclofen,,investigational,GABBR2,Gamma-aminobutyric acid type B receptor subunit 2,target,agonist,DB08891
Arbaclofen Placarbil,,investigational,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,target,agonist,DB08892
Arbaclofen Placarbil,,investigational,GABBR2,Gamma-aminobutyric acid type B receptor subunit 2,target,agonist,DB08892
Tofacitinib,,approved,JAK2,Tyrosine-protein kinase JAK2,target,inhibitor,DB08895
Tofacitinib,,approved,JAK1,Tyrosine-protein kinase JAK1,target,inhibitor,DB08895
Tofacitinib,,approved,JAK3,Tyrosine-protein kinase JAK3,target,inhibitor,DB08895
Regorafenib,Antineoplastic Agents,approved,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,FLT1,Vascular endothelial growth factor receptor 1,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,KDR,Vascular endothelial growth factor receptor 2,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,FLT4,Vascular endothelial growth factor receptor 3,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,KIT,Mast/stem cell growth factor receptor Kit,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,PDGFRA,Platelet-derived growth factor receptor alpha,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,PDGFRB,Platelet-derived growth factor receptor beta,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,FGFR1,Fibroblast growth factor receptor 1,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,FGFR2,Fibroblast growth factor receptor 2,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,TEK,Angiopoietin-1 receptor,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,,Discoidin domain-containing receptor 2,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,NTRK1,High affinity nerve growth factor receptor,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,EPHA2,Ephrin type-A receptor 2,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,RAF1,RAF proto-oncogene serine/threonine-protein kinase,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,BRAF,Serine/threonine-protein kinase B-raf,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,MAPK11,Mitogen-activated protein kinase 11,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,,Tyrosine-protein kinase FRK,target,inhibitor,DB08896
Regorafenib,Antineoplastic Agents,approved,ABL1,Tyrosine-protein kinase ABL1,target,inhibitor,DB08896
Aclidinium,Muscarinic AntagonistsAntispasmodics,approved,CHRM1,Muscarinic acetylcholine receptor M1,target,antagonist,DB08897
Aclidinium,Muscarinic AntagonistsAntispasmodics,approved,CHRM2,Muscarinic acetylcholine receptor M2,target,antagonist,DB08897
Aclidinium,Muscarinic AntagonistsAntispasmodics,approved,CHRM3,Muscarinic acetylcholine receptor M3,target,antagonist,DB08897
Aclidinium,Muscarinic AntagonistsAntispasmodics,approved,CHRM4,Muscarinic acetylcholine receptor M4,target,antagonist,DB08897
Aclidinium,Muscarinic AntagonistsAntispasmodics,approved,CHRM5,Muscarinic acetylcholine receptor M5,target,antagonist,DB08897
Ponatinib,,approved,ABL1,Tyrosine-protein kinase ABL1,target,inhibitor,DB08901
Ponatinib,,approved,,Breakpoint cluster region protein,target,inhibitor,DB08901
Ponatinib,,approved,KIT,Mast/stem cell growth factor receptor Kit,target,inhibitor,DB08901
Ponatinib,,approved,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,target,inhibitor,DB08901
Ponatinib,,approved,TEK,Angiopoietin-1 receptor,target,inhibitor,DB08901
Ponatinib,,approved,FLT3,Receptor-type tyrosine-protein kinase FLT3,target,inhibitor,DB08901
Ponatinib,,approved,FGFR1,Fibroblast growth factor receptor 1,target,inhibitor,DB08901
Ponatinib,,approved,FGFR2,Fibroblast growth factor receptor 2,target,inhibitor,DB08901
Ponatinib,,approved,FGFR3,Fibroblast growth factor receptor 3,target,inhibitor,DB08901
Ponatinib,,approved,FGFR4,Fibroblast growth factor receptor 4,target,inhibitor,DB08901
Ponatinib,,approved,LCK,Tyrosine-protein kinase Lck,target,inhibitor,DB08901
Ponatinib,,approved,SRC,Proto-oncogene tyrosine-protein kinase Src,target,inhibitor,DB08901
Ponatinib,,approved,LYN,Tyrosine-protein kinase Lyn,target,inhibitor,DB08901
Ponatinib,,approved,KDR,Vascular endothelial growth factor receptor 2,target,inhibitor,DB08901
Ponatinib,,approved,PDGFRA,Platelet-derived growth factor receptor alpha,target,inhibitor,DB08901
Canagliflozin,Antidiabetic Agents,approved,,Sodium/glucose cotransporter 2,target,inhibitor,DB08907
Canagliflozin,Antidiabetic Agents,approved,,Sodium/glucose cotransporter 1,target,inhibitor,DB08907
Pomalidomide,Immunosuppressive Agents,approved,,Protein cereblon,target,inhibitor,DB08910
Pomalidomide,Immunosuppressive Agents,approved,TNF,Tumor necrosis factor,target,inhibitor,DB08910
Pomalidomide,Immunosuppressive Agents,approved,PTGS2,Prostaglandin G/H synthase 2,target,inhibitor,DB08910
Trametinib,,approved,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,target,inhibitor,DB08911
Trametinib,,approved,,Dual specificity mitogen-activated protein kinase kinase 2,target,inhibitor,DB08911
Dabrafenib,,approved,BRAF,Serine/threonine-protein kinase B-raf,target,inhibitor,DB08912
Dabrafenib,,approved,RAF1,RAF proto-oncogene serine/threonine-protein kinase,target,inhibitor,DB08912
Dabrafenib,,approved,,Serine/threonine-protein kinase SIK1,target,inhibitor,DB08912
Dabrafenib,,approved,,Serine/threonine-protein kinase Nek11,target,inhibitor,DB08912
Dabrafenib,,approved,,LIM domain kinase 1,target,inhibitor,DB08912
Aleglitazar,,investigational,PPARA,Peroxisome proliferator-activated receptor alpha,target,agonist,DB08915
Aleglitazar,,investigational,PPARG,Peroxisome proliferator-activated receptor gamma,target,agonist,DB08915
Aleglitazar,,investigational,NCOA1,Nuclear receptor coactivator 1,target,,DB08915
Afatinib,,approved,EGFR,Epidermal growth factor receptor,target,inhibitor,DB08916
Afatinib,,approved,ERBB2,Receptor tyrosine-protein kinase erbB-2,target,inhibitor,DB08916
Afatinib,,approved,,Receptor tyrosine-protein kinase erbB-4,target,inhibitor,DB08916
Levomilnacipran,Serotonin Uptake Inhibitors,approved,SLC6A4,Sodium-dependent serotonin transporter,target,inhibitor,DB08918
Levomilnacipran,Serotonin Uptake Inhibitors,approved,SLC6A2,Sodium-dependent noradrenaline transporter,target,inhibitor,DB08918
Zuclopenthixol acetate,,experimentalinvestigational,DRD1,D(1A) dopamine receptor,target,antagonist,DB08919
Zuclopenthixol acetate,,experimentalinvestigational,DRD5,D(1B) dopamine receptor,target,antagonist,DB08919
Zuclopenthixol acetate,,experimentalinvestigational,ADRA2A,Alpha-2A adrenergic receptor,target,antagonist,DB08919
Zuclopenthixol acetate,,experimentalinvestigational,HRH1,Histamine H1 receptor,target,antagonist,DB08919
Zuclopenthixol acetate,,experimentalinvestigational,HTR2A,5-hydroxytryptamine receptor 2A,target,antagonist,DB08919
Zuclopenthixol acetate,,experimentalinvestigational,ADRA1A,Alpha-1A adrenergic receptor,target,antagonist,DB08919
Zuclopenthixol acetate,,experimentalinvestigational,DRD2,D(2) dopamine receptor,target,antagonist,DB08919
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,DRD1,D(1A) dopamine receptor,target,antagonist,DB08920
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,DRD5,D(1B) dopamine receptor,target,antagonist,DB08920
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,ADRA2A,Alpha-2A adrenergic receptor,target,antagonist,DB08920
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,HRH1,Histamine H1 receptor,target,antagonist,DB08920
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,HTR2A,5-hydroxytryptamine receptor 2A,target,antagonist,DB08920
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,ADRA1A,Alpha-1A adrenergic receptor,target,antagonist,DB08920
Zuclopenthixol decanoate,Antipsychotic AgentsDopamine Antagonists,experimentalinvestigational,DRD2,D(2) dopamine receptor,target,antagonist,DB08920
MACITENTAN,Vasodilator Agents,approved,EDNRA,Endothelin-1 receptor,target,antagonist,DB08932
MACITENTAN,Vasodilator Agents,approved,EDNRB,Endothelin B receptor,target,antagonist,DB08932
Lepirudin,AntithrombinsFibrinolytic Agents,approved,F2,Prothrombin,target,inhibitor,DB00001
Bivalirudin,Antithrombins,approvedinvestigational,F2,Prothrombin,target,inhibitor,DB00006
Leuprolide,"Antineoplastic Agents, HormonalFertility Agents, FemaleEstrogen Antagonists",approvedinvestigational,GNRHR,Gonadotropin-releasing hormone receptor,target,agonist,DB00007
Sermorelin,Hormone Replacement Agents,approvedwithdrawn,GHRHR,Growth hormone-releasing hormone receptor,target,agonist,DB00010
Darbepoetin alfa,HematinicsAnti-anemic Agents,approvedinvestigational,EPOR,Erythropoietin receptor,target,agonist,DB00012
Epoetin alfa,HematinicsAnti-anemic Agents,approved,EPOR,Erythropoietin receptor,target,agonist,DB00016
Salmon Calcitonin,Bone Density Conservation AgentsAntihypercalcemic AgentsAnti-Osteporotic Agents,approvedinvestigational,CALCR,Calcitonin receptor,target,agonist,DB00017
Secretin,Diagnostic Agents,approvedinvestigational,SCTR,Secretin receptor,target,agonist,DB00021
Thyrotropin Alfa,Diagnostic Agents,approved,TSHR,Thyrotropin receptor,target,agonist,DB00024
Anakinra,Antirheumatic AgentsImmunosuppressive Agents,approved,IL1R1,Interleukin-1 receptor type 1,target,antagonist,DB00026
Oprelvekin,Antineoplastic AgentsCoagulantsThrombotic Agents,approvedinvestigational,IL11RA,Interleukin-11 receptor subunit alpha,target,agonist,DB00038
Lutropin alfa,Fertility Agents,approved,LHCGR,Lutropin-choriogonadotropic hormone receptor,target,agonist,DB00044
OspA lipoprotein,Vaccines,approvedwithdrawn,TLR2,Toll-like receptor 2,target,other/unknown,DB00045
Alpha-1-proteinase inhibitor,Serine Proteinase InhibitorsTrypsin InhibitorsEnzyme Replacement Agents,approved,ELANE,Neutrophil elastase,target,inhibitor,DB00058
Eptifibatide,Platelet Aggregation Inhibitors,approvedinvestigational,ITGB3,Integrin beta-3,target,,DB00063
Infliximab,"Antirheumatic AgentsAnti-Inflammatory Agents, Non-SteroidalDermatologic AgentsGastrointestinal AgentsImmunosuppressive Agents",approved,TNF,Tumor necrosis factor,target,inhibitor,DB00065
Follitropin beta,Fertility Agents,approved,FSHR,Follicle-stimulating hormone receptor,target,agonist,DB00066
Pegvisomant,Hormone Replacement Agents,approved,GHR,Growth hormone receptor,target,antagonist,DB00082
Capromab,Indicators and ReagentsDiagnostic Agents,approved,FOLH1,Glutamate carboxypeptidase 2,target,other/unknown,DB00089
Felypressin,Vasoconstrictor AgentsRenal Agents,approved,AVPR1A,Vasopressin V1a receptor,target,agonist,DB00093
Urofollitropin,Fertility Agents,approved,FSHR,Follicle-stimulating hormone receptor,target,agonist,DB00094
Abarelix,Anti-Testosterone Agents,approvedinvestigationalwithdrawn,GNRHR,Gonadotropin-releasing hormone receptor,target,antagonist,DB00106
Enfuvirtide,HIV Fusion Inhibitors,approvedinvestigational,gp41,Envelope glycoprotein,target,,DB00109
Arcitumomab,Diagnostic Agents,approvedinvestigational,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,target,other/unknown,DB00113
Calcitriol,Bone Density Conservation AgentsVitaminsCalcium Channel AgonistsAntithyroid AgentsVitamin DAntihypocalcemic Agents,approvednutraceutical,VDR,Vitamin D3 receptor,target,antagonist,DB00136
Calcidiol,Bone Density Conservation AgentsVitaminsAntithyroid AgentsVitamin DAntihypocalcemic Agents,approvednutraceutical,VDR,Vitamin D3 receptor,target,agonist,DB00146
Pyridoxal,Vitamin B ComplexDietary SupplementsMicronutrientsSupplements,approvednutraceutical,PDXK,Pyridoxal kinase,target,,DB00147
Ergocalciferol,Bone Density Conservation AgentsVitaminsAntithyroid AgentsVitamin DAntihypocalcemic Agents,approvednutraceutical,VDR,Vitamin D3 receptor,target,agonist,DB00153
Pyridoxine,Vitamin B ComplexVitamins,approvednutraceutical,PDXK,Pyridoxal kinase,target,ligand,DB00165
Cholecalciferol,Bone Density Conservation AgentsVitaminsAntithyroid AgentsVitamin DAntihypocalcemic Agents,approvednutraceutical,VDR,Vitamin D3 receptor,target,agonist,DB00169
Pravastatin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,approved,HMGCR,3-hydroxy-3-methylglutaryl-coenzyme A reductase,target,inhibitor,DB00175
Fluvoxamine,"Antidepressive Agents, Second-GenerationAnti-Anxiety AgentsSerotonin Uptake Inhibitors",approvedinvestigational,SLC6A4,Sodium-dependent serotonin transporter,target,inhibitor,DB00176
Valsartan,Angiotensin Receptor Antagonists,approvedinvestigational,AGTR1,Type-1 angiotensin II receptor,target,antagonist,DB00177
Ramipril,Angiotensin-Converting Enzyme InhibitorsAntihypertensive Agents,approved,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00178
Masoprocol,Antineoplastic AgentsAntioxidantsCyclooxygenase InhibitorsLipoxygenase Inhibitors,approved,ALOX5,Arachidonate 5-lipoxygenase,target,inhibitor,DB00179
Flunisolide,,approvedinvestigational,NR3C1,Glucocorticoid receptor,target,agonist,DB00180
Pentagastrin,Diagnostic Agents,approved,CCKBR,Gastrin/cholecystokinin type B receptor,target,agonist,DB00183
Esmolol,,approved,ADRB1,Beta-1 adrenergic receptor,target,antagonist,DB00187
Ethchlorvynol,Hypnotics and Sedatives,approvedillicitwithdrawn,GABRA1,GABA-A receptor (anion channel),target,positive allosteric modulator,DB00189
Carbidopa,Enzyme InhibitorsDopamine AgentsAntiparkinson AgentsAntidyskinetics,approved,DDC,Aromatic-L-amino-acid decarboxylase,target,inhibitor,DB00190
Indecainide,Anti-Arrhythmia AgentsSodium Channel Blockers,approved,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00192
Fluconazole,Antifungal Agents,approved,ERG11,Lanosterol 14-alpha demethylase,target,inhibitor,DB00196
Ticlopidine,,approved,P2RY12,P2Y purinoceptor 12,target,antagonist,DB00208
Trospium,,approved,CHRM1,Muscarinic acetylcholine receptor M1,target,antagonist,DB00209
Remikiren,,approved,REN,Renin,target,inhibitor,DB00212
Pantoprazole,Anti-Ulcer AgentsProton Pump Inhibitors,approved,ATP4A,Potassium-transporting ATPase alpha chain 1,target,inhibitor,DB00213
Torasemide,Antihypertensive AgentsDiureticsSodium Potassium Chloride Symporter Inhibitors,approved,SLC12A1,Solute carrier family 12 member 1,target,inhibitor,DB00214
Oxyphenonium,,approved,CHRM1,Muscarinic acetylcholine receptor M1,target,antagonist,DB00219
Nelfinavir,,approved,HIV-1 protease,HIV-1 protease,target,inhibitor,DB00220
Diflorasone,Anti-Inflammatory AgentsGlucocorticoids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00223
Indinavir,,approved,,Protease,target,inhibitor,DB00224
Guanadrel,Antihypertensive Agents,approved,SLC6A2,Sodium-dependent noradrenaline transporter,target,partial agonist,DB00226
Cefotiam,Anti-Bacterial AgentsCephalosporins,approved,pbpA,Penicillin-binding protein 1A,target,inducer,DB00229
Pregabalin,AnalgesicsAnticonvulsants,approvedillicitinvestigational,CACNA1A,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,target,inhibitor,DB00230
Reboxetine,,approvedinvestigational,SLC6A2,Sodium-dependent noradrenaline transporter,target,inhibitor,DB00234
Milrinone,Platelet Aggregation InhibitorsCardiotonic AgentsPhosphodiesterase 3 InhibitorsVasodilator Agents,approved,PDE3A,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",target,inhibitor,DB00235
Nevirapine,Anti-HIV AgentsReverse Transcriptase Inhibitors,approved,pol,Reverse Transcriptase,target,inhibitor,DB00238
Alclometasone,AntipruriticsCorticosteroids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00240
Terconazole,Antifungal Agents,approved,ERG11,Lanosterol 14-alpha demethylase,target,antagonist,DB00251
Medrysone,Anti-Inflammatory Agents,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00253
Sulfanilamide,Anti-Bacterial AgentsSulfonamidesHomeopathic Agents,approved,folP,Dihydropteroate synthase,target,inhibitor,DB00259
Anagrelide,Antithrombins,approved,PDE3A,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",target,inhibitor,DB00261
Sulfisoxazole,Anti-Infective AgentsSulfonamides,approved,folP,Dihydropteroate synthase,target,inhibitor,DB00263
Chlorotrianisene,"Antineoplastic Agents, HormonalEstrogens, Non-Steroidal",withdrawn,ESR1,Estrogen receptor,target,agonist,DB00269
Betazole,Gastrointestinal AgentsHistamine AgonistsDiagnostic Agents,approved,HRH2,Histamine H2 receptor,target,agonist,DB00272
Olmesartan,Angiotensin II Type 1 Receptor Blockers,approvedinvestigational,AGTR1,Type-1 angiotensin II receptor,target,antagonist,DB00275
Argatroban,,approvedinvestigational,F2,Prothrombin,target,inhibitor,DB00278
Clemastine,Anti-Allergic AgentsAntipruriticsHistamine H1 Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00283
Conjugated Estrogens,Estrogens,approved,ESR1,Estrogen receptor,target,agonist,DB00286
Travoprost,"Prostaglandins, SyntheticAnti-glaucoma AgentsOphthalmics",approved,PTGFR,Prostaglandin F2-alpha receptor,target,agonist,DB00287
Ropivacaine,"Anesthetics, Local",approved,SCN10A,Sodium channel protein type 10 subunit alpha,target,inhibitor,DB00296
Tenofovir,Anti-HIV AgentsReverse Transcriptase Inhibitors,approvedinvestigational,pol,Reverse Transcriptase,target,inhibitor,DB00300
Flucloxacillin,Anti-Bacterial AgentsPenicillins,approved,pbpA,Penicillin-binding protein 1A,target,inhibitor,DB00301
Tranexamic Acid,Antifibrinolytic Agents,approved,PLG,Plasminogen,target,inhibitor,DB00302
Vindesine,"Antineoplastic Agents, PhytogenicTubulin Modulators",approved,TUBB1,Tubulin beta-1 chain,target,inhibitor,DB00309
Chlorthalidone,Antihypertensive AgentsDiureticsSodium Chloride Symporter Inhibitors,approved,SLC12A1,Solute carrier family 12 member 1,target,inhibitor,DB00310
Gefitinib,,approvedinvestigational,EGFR,Epidermal growth factor receptor,target,antagonist,DB00317
Floxuridine,"Antineoplastic AgentsAntimetabolites, Antineoplastic",approved,TYMS,Thymidylate synthase,target,,DB00322
Tolcapone,Antidyskinetics,approvedwithdrawn,COMT,Catechol O-methyltransferase,target,inhibitor,DB00323
Fluorometholone,Anti-Allergic AgentsAnti-Inflammatory AgentsGlucocorticoids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00324
Nitroprusside,,approved,NPR1,Atrial natriuretic peptide receptor 1,target,agonist,DB00325
Metformin,Antidiabetic Agents,approved,PRKAB1,5'-AMP-activated protein kinase subunit beta-1,target,inducer,DB00331
Omeprazole,Enzyme InhibitorsAnti-Ulcer AgentsProton Pump Inhibitors,approvedinvestigational,ATP4A,Potassium-transporting ATPase alpha chain 1,target,inhibitor,DB00338
Cetirizine,"Anti-Allergic AgentsHistamine H1 Antagonists, Non-SedatingHistamine Antagonists",approved,HRH1,Histamine H1 receptor,target,antagonist,DB00341
Diltiazem,,approved,CACNG1,Voltage-dependent calcium channel gamma-1 subunit,target,inhibitor,DB00343
Trimethadione,Anticonvulsants,approved,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,target,inhibitor,DB00347
Nitisinone,,approvedinvestigational,HPD,4-hydroxyphenylpyruvate dioxygenase,target,inhibitor,DB00348
Clobazam,AnticonvulsantsBenzodiazepines,approvedillicit,GABRA1,GABA-A receptor (anion channel),target,positive allosteric modulator,DB00349
Methylergometrine,Oxytocics,approved,DRD1,D(1A) dopamine receptor,target,antagonist,DB00353
Chlorzoxazone,"Muscle Relaxants, Central",approved,KCNMA1,Calcium-activated potassium channel subunit alpha-1,target,,DB00356
Sulfadiazine,Antiprotozoal AgentsAnti-Infective AgentsCoccidiostats,approved,,Dihydropteroate synthetase,target,inhibitor,DB00359
Vinorelbine,"Antineoplastic Agents, Phytogenic",approvedinvestigational,TUBB,Tubulin beta chain,target,inhibitor,DB00361
Anidulafungin,Antifungal Agents,approvedinvestigational,fksA,"1,3-beta-glucan synthase component FKS1",target,inhibitor,DB00362
Cidofovir,Antineoplastic AgentsAntiviral AgentsAnti-HIV AgentsRadiation-Sensitizing Agents,approved,UL54,DNA polymerase catalytic subunit,target,inhibitor,DB00369
Palonosetron,,approvedinvestigational,HTR3A,5-hydroxytryptamine receptor 3A,target,antagonist,DB00377
Dydrogesterone,ProgestinsProgesterones,approvedwithdrawn,PGR,Progesterone receptor,target,agonist,DB00378
Alseroxylon,,withdrawn,SLC18A2,Synaptic vesicular amine transporter,target,inhibitor,DB00386
Carbimazole,Antithyroid Agents,approved,TPO,Thyroid peroxidase,target,inhibitor,DB00389
Digoxin,Enzyme InhibitorsAnti-Arrhythmia AgentsCardiotonic Agents,approved,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,target,,DB00390
Beclomethasone,Anti-Arrhythmia AgentsCorticosteroids,approvedinvestigational,NR3C1,Glucocorticoid receptor,target,agonist,DB00394
Ceruletide,Diagnostic Agents,approved,CCKAR,Cholecystokinin receptor type A,target,inducer,DB00403
Alprazolam,Anti-Anxiety AgentsHypnotics and SedativesGABA ModulatorsBenzodiazepines,approvedillicitinvestigational,GABRA1,GABA-A receptor (anion channel),target,positive allosteric modulator,DB00404
Dexbrompheniramine,Histamine H1 AntagonistsHistamine Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00405
Mupirocin,Anti-Bacterial AgentsProtein Synthesis InhibitorsAntibiotics,approvedinvestigational,ileS,Isoleucine--tRNA ligase,target,inhibitor,DB00410
Acetohexamide,Hypoglycemic AgentsAntidiabetic Agents,withdrawn,KCNJ1,ATP-sensitive inward rectifier potassium channel 1,target,inhibitor,DB00414
Metocurine Iodide,,withdrawn,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2,target,antagonist,DB00416
Miglustat,Enzyme Inhibitors,approved,UGCG,Ceramide glucosyltransferase,target,inhibitor,DB00419
